,Sample Name,Peak Area
0,RAW_DATA/5162023_T1D_0710_P_Pellet_1_025.txt,1561.15401425
1,RAW_DATA/5162023_T1D_0710_P_Überstand_1_012.txt,3392.365594200001
2,RAW_DATA/5172023_T1D_0710_P_Überstand_2_003.txt,574.3295970000003
3,RAW_DATA/5202023_T1D_0710_P_Pellet_3_009.txt,1563.6407802
4,RAW_DATA/5172023_T1D_0710_P_Pellet_2_020.txt,305.86099345
5,RAW_DATA/5192023_T1D_0710_P_Überstand_3_022.txt,3541.6939933000003
